Asset,Sector,Market_Cap,P/E_Ratio,Dividend_Yield,Volatility,Momentum,Sentiment_Score
Asset_1,Finance,785390785431.6206,37.80532256184443,2.1355389431312815,0.4312962151094837,-5.1202071324183285,0.0030325893743992083
Asset_2,Energy,200474108376.2014,39.70716560086756,4.090073829612465,1.4127817023946854,9.460211095048912,0.5965903579335503
Asset_3,Tech,514720203975.198,8.332009328034067,4.303652916281717,0.834797157971021,-2.138045506664792,0.2999278615555303
Asset_4,Finance,592822154293.1804,21.130957784492267,0.03476065265595352,1.8797869785997956,7.8409311035422675,0.4039337545154067
Asset_5,Finance,47403962307.277725,10.214107678630837,2.553736512887829,0.36128979387738713,2.622772519945258,0.5915853388722021
Asset_6,Energy,607937307049.537,43.83965416440171,2.087055015743895,0.7480260669954911,5.896226070832968,0.7800106836351326
Asset_7,Tech,171353599563.60425,33.04841570724011,1.1105390523536514,0.3155996903571192,0.0527418621038418,-0.3240096862969284
Asset_8,Tech,65986541392.294235,19.890411118369215,0.599326836668414,1.8569178747292694,1.5380776925271817,-0.24883409472011198
Asset_9,Finance,948936651716.08,7.860125762871064,1.6880758570181398,1.766944771423864,-0.14964612362272156,-0.812036120318262
Asset_10,Healthcare,965666401041.4847,18.9942044772048,4.714548519562596,0.5900890926587956,-6.09514024403911,0.15656028199234795
Asset_11,Finance,808588950768.3447,19.633249491203618,1.6160146601037761,1.3539696874649403,4.4490423052301065,-0.9281154524065158
Asset_12,Finance,305309155404.1973,37.83227802521289,2.5939531087168306,1.65272218038231,-4.384552751182884,-0.06880396373507969
Asset_13,Finance,98574441892.37749,33.69008621098459,3.515094794475889,1.1548815420389784,-9.513680671370924,0.08528926941515325
Asset_14,Finance,684548793485.6448,44.924573415934695,1.81814801189647,1.1063360988764124,2.9094459181433567,-0.4269174957434312
Asset_15,Energy,440712341245.8617,26.24967163228772,4.858910413604804,0.5595193527108582,-6.457786411859021,0.1816665211380215
Asset_16,Tech,122916196609.93405,10.381741067223576,4.812236474710556,0.27689525883120847,8.809171687058285,-0.9389995001219011
Asset_17,Energy,495681733201.15894,37.09601542503478,1.2589114791268208,1.804709940111321,9.078571540051747,-0.9253036225015712
Asset_18,Energy,35354132594.10318,39.23532718776038,2.4862425294619275,1.810794308610328,8.29728780440897,0.6452011213193165
Asset_19,Energy,909411081676.7032,30.25747389062733,1.5043915490838482,1.3028927688192091,-2.5968259948911125,-0.2796187171774742
Asset_20,Finance,259521201618.4169,39.69352309795524,1.424202471887338,0.7441566029925313,-9.690867669422651,-0.7458789746962304
Asset_21,Healthcare,662859762069.6279,27.220801836397584,0.18443473677266398,0.7634981917640556,8.566371251754507,0.04448652010960874
Asset_22,Tech,312399365013.32153,28.522977322189732,3.047821669899484,1.4793157898534548,-1.4363170336537134,0.5399871061972217
Asset_23,Healthcare,520547953156.633,24.239345826134734,2.5133951161443076,1.8045094939098965,9.333096380873393,-0.5683579450063136
Asset_24,Energy,547163569063.93634,6.143860703484283,0.25739375624994676,1.785464206103723,9.272399541785056,0.2457809516380005
Asset_25,Energy,185669601070.00153,9.8551142146987,1.3932323211830573,1.5817635371294854,7.060189109347203,-0.829305070012464
Asset_26,Healthcare,969615043136.794,6.414313355903041,4.541329429833269,1.3198601276931468,-4.111022158608286,-0.8966365576627846
Asset_27,Healthcare,775357690537.7534,33.63846850687012,1.197809453334862,0.2598659334905928,-2.298045427961495,0.06270926313629599
Asset_28,Healthcare,939559442622.6249,19.1460191484347,0.7244743604561155,0.40709455677976614,7.022733430337137,0.08127024322021303
Asset_29,Energy,894932523077.2212,27.885681102411624,2.447263801387815,1.8072529582014505,-3.661559896874447,0.2748598029964131
Asset_30,Energy,598302078832.274,45.84049132667418,4.928252270553004,1.252215213353221,-6.61014506627815,0.4521826674453231
Asset_31,Tech,921952360788.0938,16.21815031169937,1.2102763575575022,0.11747439807159633,1.1360252491670035,0.9517041589250692
Asset_32,Tech,89404009549.86758,23.46723153660334,3.360677737029393,0.292795931445461,8.72309548321562,0.03260069660239062
Asset_33,Energy,196786879556.72604,38.99980123443719,3.8080980766435877,1.360653361305306,3.9205959334994596,-0.35408705411750807
Asset_34,Healthcare,46182061621.627525,15.29591744712301,1.1881877199619983,0.10961700930781551,1.4012234017872984,0.5903723895374073
Asset_35,Healthcare,326005000432.5011,8.464095942295685,3.641081743059298,0.4055352976932475,-8.05647012458463,-0.45833549747585156
Asset_36,Tech,389288612399.79254,18.038815381119562,1.838915663596266,1.1425941997965137,2.3001445339833957,-0.12205715858872779
Asset_37,Energy,272077682742.122,12.2549579264302,3.1615291529678973,1.4146008756161172,9.801077002085265,-0.8430872373154681
Asset_38,Tech,828908771642.7775,46.83639435541579,3.1676485538044736,1.3387263930549411,-7.19831969526952,-0.949298513169085
Asset_39,Tech,357396573366.8957,41.365417080398764,2.6788734203737925,0.5261116879750636,0.3665930472747352,0.9252968293558501
Asset_40,Finance,281653575177.69336,33.503169042969056,0.4514488502720415,1.453140520560318,7.5474614385591074,0.6719602410244117
Asset_41,Finance,543153387075.0902,44.215726558447294,4.17651247794619,0.5507732662439201,4.815372355084088,0.39194841218739596
Asset_42,Finance,141783300749.78787,41.165243460460154,1.6039003248586792,0.7182594265026087,3.9403148199053604,-0.18209411117146024
Asset_43,Healthcare,802394783773.2856,13.395652649871613,0.9325925519992712,1.518333669724246,4.049681679742186,-0.6534113598583084
Asset_44,Energy,75476093036.09105,45.165154932049,0.20387570777381958,1.334302508189708,-2.8101769756048967,-0.6871259146578279
Asset_45,Energy,986900049663.9167,29.270400886204282,2.954464715941209,1.7135244799389382,-4.128163114710133,-0.49951420367080934
Asset_46,Energy,772472524527.3607,41.334806982382815,3.3878218092114123,1.3494644953706525,6.187223109570272,0.09845332941224094
Asset_47,Energy,199516965852.63824,45.324108496557194,0.08293914463928076,1.179786346337396,6.202267893583617,0.42919184540012467
Asset_48,Finance,6516595006.478797,19.310156373733875,2.560465291496405,0.2779820588733757,7.341446371602075,0.32039475343546253
Asset_49,Healthcare,815645967026.3793,9.952336603745454,1.1324788759896898,0.7986600258129236,8.264811051129428,-0.4401322061081143
Asset_50,Healthcare,707150486503.7695,15.257082314387375,3.2258639520472494,0.6038844985952783,0.22684797721875682,0.9097305613263882
